"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","Georeference"
"09/29/2023 07:00:00 AM","subway","459","40 St-Lowery St (7)","Queens","omny","OMNY - Full Fare","235","1","40.743782","-73.92402","POINT (-73.92402 40.743782)"
"09/29/2023 04:00:00 AM","subway","471","34 St-Hudson Yards (7)","Manhattan","omny","OMNY - Full Fare","11","0","40.755882","-74.00191","POINT (-74.00191 40.755882)"
"09/29/2023 10:00:00 AM","staten_island_railway","502","Tompkinsville (SIR)","Staten Island","metrocard","Metrocard - Students","2","0","40.636948","-74.07484","POINT (-74.07484 40.636948)"
"09/29/2023 06:00:00 AM","subway","246","Avenue I (F)","Brooklyn","metrocard","Metrocard - Other","1","0","40.62532","-73.97613","POINT (-73.97613 40.62532)"
"09/29/2023 06:00:00 AM","subway","371","Hunts Point Av (6)","Bronx","metrocard","Metrocard - Unlimited 7-Day","97","0","40.82095","-73.89055","POINT (-73.89055 40.82095)"
"09/29/2023 06:00:00 PM","subway","216","174-175 Sts (B,D)","Bronx","metrocard","Metrocard - Unlimited 30-Day","2","0","40.8459","-73.91013","POINT (-73.91013 40.8459)"
"09/29/2023 08:00:00 AM","subway","329","Rector St (1)","Manhattan","metrocard","Metrocard - Fair Fare","2","0","40.70751","-74.01379","POINT (-74.01379 40.70751)"
"09/29/2023 01:00:00 AM","subway","459","40 St-Lowery St (7)","Queens","metrocard","Metrocard - Unlimited 7-Day","2","0","40.743782","-73.92402","POINT (-73.92402 40.743782)"
"09/29/2023 03:00:00 PM","subway","388","167 St (4)","Bronx","omny","OMNY - Full Fare","80","5","40.835537","-73.9214","POINT (-73.9214 40.835537)"
"09/29/2023 06:00:00 AM","subway","118","3 Av (L)","Manhattan","metrocard","Metrocard - Other","2","0","40.73285","-73.98612","POINT (-73.98612 40.73285)"
"09/29/2023 08:00:00 PM","subway","398","77 St (6)","Manhattan","metrocard","Metrocard - Full Fare","107","1","40.77362","-73.95988","POINT (-73.95988 40.77362)"
"09/29/2023 03:00:00 AM","subway","463","Hunters Point Av (7)","Queens","metrocard","Metrocard - Full Fare","1","0","40.742214","-73.94891","POINT (-73.94891 40.742214)"
"09/29/2023 10:00:00 PM","subway","603","149 St-Grand Concourse (2,4,5)","Bronx","omny","OMNY - Full Fare","26","2","40.818375","-73.92735","POINT (-73.92735 40.818375)"
"09/29/2023 10:00:00 PM","subway","305","137 St-City College (1)","Manhattan","omny","OMNY - Full Fare","38","0","40.822006","-73.953674","POINT (-73.953674 40.822006)"
"09/29/2023 04:00:00 PM","subway","345","Crown Hts-Utica Av (3,4)","Brooklyn","metrocard","Metrocard - Students","1","0","40.668896","-73.932945","POINT (-73.932945 40.668896)"
"09/29/2023 04:00:00 PM","subway","156","103 St (C,B)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","54","0","40.796093","-73.96146","POINT (-73.96146 40.796093)"
"09/29/2023 10:00:00 AM","subway","307","116 St-Columbia University (1)","Manhattan","metrocard","Metrocard - Other","11","0","40.80772","-73.96411","POINT (-73.96411 40.80772)"
"09/29/2023 07:00:00 PM","subway","305","137 St-City College (1)","Manhattan","metrocard","Metrocard - Other","10","0","40.822006","-73.953674","POINT (-73.953674 40.822006)"
"09/29/2023 12:00:00 PM","subway","615","New Utrecht Av (N)/62 St (D)","Brooklyn","metrocard","Metrocard - Fair Fare","11","0","40.626472","-73.99635","POINT (-73.99635 40.626472)"
"09/29/2023 06:00:00 AM","subway","255","169 St (F)","Queens","metrocard","Metrocard - Full Fare","91","13","40.71047","-73.7936","POINT (-73.7936 40.71047)"
"09/29/2023 10:00:00 PM","subway","167","W 4 St-Wash Sq (A,C,E,B,D,F,M)","Manhattan","metrocard","Metrocard - Other","55","0","40.732338","-74.000496","POINT (-74.000496 40.732338)"
"09/29/2023 12:00:00 PM","subway","28","Union St (R)","Brooklyn","metrocard","Metrocard - Other","5","0","40.677315","-73.98311","POINT (-73.98311 40.677315)"
"09/29/2023 05:00:00 AM","subway","208","Beach 25 St (A)","Queens","metrocard","Metrocard - Fair Fare","1","0","40.600067","-73.76135","POINT (-73.76135 40.600067)"
