"transit_timestamp","transit_mode","station_complex_id","station_complex","borough","payment_method","fare_class_category","ridership","transfers","latitude","longitude","Georeference"
"05/11/2024 01:00:00 AM","subway","6","39 Av-Dutch Kills (N,W)","Queens","metrocard","Metrocard - Seniors & Disability","1","0","40.75288","-73.932755","POINT (-73.932755 40.75288)"
"05/11/2024 02:00:00 AM","subway","306","125 St (1)","Manhattan","omny","OMNY - Full Fare","4","0","40.815582","-73.958374","POINT (-73.958374 40.815582)"
"05/11/2024 08:00:00 PM","subway","155","Cathedral Pkwy (110 St) (C,B)","Manhattan","omny","OMNY - Full Fare","118","0","40.800602","-73.95816","POINT (-73.95816 40.800602)"
"05/11/2024 12:00:00 PM","subway","8","5 Av/59 St (N,R,W)","Manhattan","metrocard","Metrocard - Seniors & Disability","10","2","40.764812","-73.97335","POINT (-73.97335 40.764812)"
"05/11/2024 07:00:00 AM","subway","300","191 St (1)","Manhattan","metrocard","Metrocard - Other","6","0","40.855225","-73.92941","POINT (-73.92941 40.855225)"
"05/11/2024 04:00:00 PM","subway","131","Bushwick Av-Aberdeen St (L)","Brooklyn","metrocard","Metrocard - Full Fare","4","0","40.68283","-73.90525","POINT (-73.90525 40.68283)"
"05/11/2024 04:00:00 PM","subway","93","Chauncey St (J,Z)","Brooklyn","omny","OMNY - Full Fare","70","1","40.68289","-73.91045","POINT (-73.91045 40.68289)"
"05/11/2024 05:00:00 PM","subway","431","Intervale Av (2,5)","Bronx","metrocard","Metrocard - Full Fare","5","0","40.82218","-73.896736","POINT (-73.896736 40.82218)"
"05/11/2024 07:00:00 AM","subway","388","167 St (4)","Bronx","omny","OMNY - Full Fare","106","7","40.835537","-73.9214","POINT (-73.9214 40.835537)"
"05/11/2024 02:00:00 PM","subway","14","23 St (R,W)","Manhattan","metrocard","Metrocard - Students","4","0","40.741302","-73.98934","POINT (-73.98934 40.741302)"
"05/11/2024 08:00:00 PM","subway","141","Park Pl (S)","Brooklyn","metrocard","Metrocard - Unlimited 7-Day","3","0","40.67477","-73.95763","POINT (-73.95763 40.67477)"
"05/11/2024 04:00:00 PM","subway","395","103 St (6)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","40","0","40.7906","-73.94748","POINT (-73.94748 40.7906)"
"05/11/2024 01:00:00 PM","subway","9","57 St-7 Av (N,Q,R,W)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","80","0","40.764664","-73.98066","POINT (-73.98066 40.764664)"
"05/11/2024 06:00:00 PM","subway","616","74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)","Queens","omny","OMNY - Full Fare","877","62","40.74685","-73.891335","POINT (-73.891335 40.74685)"
"05/11/2024 05:00:00 PM","subway","108","Middle Village-Metropolitan Av (M)","Queens","metrocard","Metrocard - Other","9","0","40.711395","-73.8896","POINT (-73.8896 40.711395)"
"05/11/2024 04:00:00 PM","subway","55","Brighton Beach (B,Q)","Brooklyn","omny","OMNY - Full Fare","152","13","40.57762","-73.96137","POINT (-73.96137 40.57762)"
"05/11/2024 02:00:00 PM","subway","204","Beach 67 St (A)","Queens","metrocard","Metrocard - Unlimited 7-Day","1","0","40.590927","-73.79692","POINT (-73.79692 40.590927)"
"05/11/2024 07:00:00 PM","subway","189","Grant Av (A)","Brooklyn","metrocard","Metrocard - Other","3","0","40.677044","-73.86505","POINT (-73.86505 40.677044)"
"05/11/2024 05:00:00 PM","subway","628","Fulton St (A,C,J,Z,2,3,4,5)","Manhattan","metrocard","Metrocard - Full Fare","549","0","40.710373","-74.00657","POINT (-74.00657 40.710373)"
"05/11/2024 08:00:00 AM","subway","629","Lorimer St (L)/Metropolitan Av (G)","Brooklyn","omny","OMNY - Seniors & Disability","1","0","40.71406","-73.95027","POINT (-73.95027 40.71406)"
"05/11/2024 01:00:00 PM","subway","26","DeKalb Av (B,Q,R)","Brooklyn","metrocard","Metrocard - Students","30","0","40.690636","-73.98183","POINT (-73.98183 40.690636)"
"05/11/2024 10:00:00 AM","subway","608","4 Av (F,G)/9 St (R)","Brooklyn","metrocard","Metrocard - Fair Fare","19","1","40.67085","-73.988304","POINT (-73.988304 40.67085)"
"05/11/2024 12:00:00 PM","subway","194","111 St (A)","Queens","omny","OMNY - Full Fare","14","1","40.68433","-73.83216","POINT (-73.83216 40.68433)"
"05/11/2024 09:00:00 AM","subway","340","Grand Army Plaza (2,3)","Brooklyn","metrocard","Metrocard - Seniors & Disability","11","0","40.675236","-73.97105","POINT (-73.97105 40.675236)"
"05/11/2024 10:00:00 AM","subway","67","20 Av (D)","Brooklyn","metrocard","Metrocard - Students","1","0","40.604557","-73.99817","POINT (-73.99817 40.604557)"
"05/11/2024 03:00:00 PM","subway","321","18 St (1)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","25","0","40.74104","-73.99787","POINT (-73.99787 40.74104)"
"05/11/2024 02:00:00 PM","subway","192","Rockaway Blvd (A)","Queens","metrocard","Metrocard - Students","1","0","40.680428","-73.84386","POINT (-73.84386 40.680428)"
"05/11/2024 12:00:00 AM","subway","318","34 St-Penn Station (1,2,3)","Manhattan","metrocard","Metrocard - Unlimited 30-Day","38","0","40.750374","-73.99106","POINT (-73.99106 40.750374)"
"05/11/2024 04:00:00 PM","subway","622","Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","Manhattan","omny","OMNY - Seniors & Disability","3","0","40.713066","-74.00413","POINT (-74.00413 40.713066)"
"05/11/2024 09:00:00 PM","subway","450","103 St-Corona Plaza (7)","Queens","metrocard","Metrocard - Unlimited 7-Day","79","0","40.749866","-73.8627","POINT (-73.8627 40.749866)"
"05/11/2024 09:00:00 PM","subway","111","Seneca Av (M)","Queens","metrocard","Metrocard - Unlimited 7-Day","6","0","40.702763","-73.90774","POINT (-73.90774 40.702763)"
"05/11/2024 08:00:00 AM","subway","463","Hunters Point Av (7)","Queens","metrocard","Metrocard - Full Fare","9","3","40.742214","-73.94891","POINT (-73.94891 40.742214)"
"05/11/2024 01:00:00 AM","subway","164","34 St-Penn Station (A,C,E)","Manhattan","metrocard","Metrocard - Seniors & Disability","2","0","40.75229","-73.99339","POINT (-73.99339 40.75229)"
"05/11/2024 12:00:00 PM","subway","276","5 Av/53 St (E,M)","Manhattan","metrocard","Metrocard - Fair Fare","6","0","40.760166","-73.97523","POINT (-73.97523 40.760166)"
"05/11/2024 02:00:00 AM","subway","366","Parkchester (6)","Bronx","metrocard","Metrocard - Other","1","0","40.833225","-73.86082","POINT (-73.86082 40.833225)"
"05/11/2024 09:00:00 AM","subway","352","New Lots Av (3)","Brooklyn","metrocard","Metrocard - Full Fare","20","4","40.666237","-73.88408","POINT (-73.88408 40.666237)"
"05/11/2024 10:00:00 PM","subway","83","Woodhaven Blvd (J,Z)","Queens","omny","OMNY - Full Fare","7","1","40.69388","-73.85158","POINT (-73.85158 40.69388)"
"05/11/2024 06:00:00 PM","subway","621","Broadway Junction (A,C,J,L,Z)","Brooklyn","metrocard","Metrocard - Full Fare","25","6","40.678333","-73.90532","POINT (-73.90532 40.678333)"
"05/11/2024 10:00:00 AM","subway","321","18 St (1)","Manhattan","metrocard","Metrocard - Seniors & Disability","7","0","40.74104","-73.99787","POINT (-73.99787 40.74104)"
"05/11/2024 01:00:00 PM","subway","296","Marble Hill-225 St (1)","Manhattan","metrocard","Metrocard - Unlimited 7-Day","19","0","40.87456","-73.90983","POINT (-73.90983 40.87456)"
"05/11/2024 05:00:00 PM","subway","44","Church Av (B,Q)","Brooklyn","metrocard","Metrocard - Students","3","2","40.650528","-73.96298","POINT (-73.96298 40.650528)"
"05/11/2024 11:00:00 PM","subway","190","80 St (A)","Queens","metrocard","Metrocard - Other","3","0","40.67937","-73.85899","POINT (-73.85899 40.67937)"
